#Date,Amer Sport A,Cargotec,Elisa,Fortum,Huhtamaki,Kesko B,Kone,Konecranes,Metso,Metsa Board B,Neste,Nokia,Nokian Renkaat,Nordea,Orion B,Outokumpu,Outotec,Sampo A,Stora Enso R,Telia,Tieto,UPM-Kymmene,Valmet,Wartsila,YIT
2017-01-02,0.867042098,0.351235324,0.708376691,1.410716063,0.863821829,0.374749574,0.385331273,0.795958877,0.502704376,0.475258177,0.950181304,0.486890425,1.513470263,0.111510073,0.812469113,0.050295326,0.858705118,1.037981706,0.218045706,0.954038341,1.359036788,0.26899308,1.109490453,0.436975777,1.689403538
2017-01-03,-0.958749684,0.183760906,-1.358285024,-0.514294327,-0.025817712,0.016107977,0.657802206,1.119488804,0.753933333,-0.783771434,-1.217266198,-0.661633796,-0.352366908,1.041565554,0.787159441,-0.045540663,0.722398267,0.690437545,0.017617223,-0.158186139,-0.697453596,0.20148418,-0.369517293,0.09704718,0.446453472
2017-01-04,-0.058248849,-1.210749088,0.760381622,-0.312903042,-0.459992774,0.095173585,0.060081467,-0.294474346,-0.255034574,-0.428534708,-0.680968144,0.12018091,-0.287493482,0.051667361,0.064362295,-0.319163302,-0.574195471,0.63149283,-0.481920093,0.717820225,-0.337980601,-0.477727492,-0.082812612,-0.122832284,-0.310269132
2017-01-05,0.309264568,-0.215418175,0.728323788,0.09774165,-0.170972822,0.671403735,-0.214368673,-0.350369707,0.074196922,0.264275039,-3.169217417,-0.03248999,0.193731777,-0.701976793,0.373375733,-0.339038379,-0.717552676,0.0719008,0.168449883,0.786686322,0.074841743,0.114907882,-0.263216805,-0.359139525,-0.154692939
2017-01-09,-0.302431457,-0.363385629,-0.047475801,0.506572006,-0.609663821,-0.745451958,-0.383261067,-0.421423131,-0.514367691,-0.39271664,-1.868097542,0.010916443,0.471138289,-1.660706908,-0.515405773,0.149398451,-0.421437793,0.10634901,-0.940553636,-0.87276445,0.098975972,-0.546782396,-0.519257883,-0.375567301,-0.846280977
2017-01-10,0.308644815,0.157117249,-0.274730226,0.056011925,-0.411607737,0.252672275,0.060081467,0.358743471,0.368985738,-0.027666745,0.098509596,-0.076395346,-0.765813961,-0.486917047,-0.125165946,0.517768034,0.405132321,-1.808205939,0.222136083,-0.309987749,0.267915577,-0.149974363,0.388895801,0.068614491,0.535235619
2017-01-11,-0.204510513,0.246088033,0.225371988,-0.433858768,-0.080654087,-0.697380069,0.654503526,0.057003261,-1.225001212,-0.21117301,-0.545808006,-0.582304799,0.433860276,0.234312304,-0.17990547,1.003754512,0.538753323,-0.999821283,0.371946148,0.451241788,-0.677765146,0.094294478,-0.519257883,0.436975777,0.685003634
2017-01-12,-0.795754694,-0.566543516,-0.20634018,0.302156828,-1.067063701,-0.663856251,-0.381281859,-0.434212748,-0.433326092,-0.433931951,0.42908198,-1.242381925,-0.892171901,0.233688943,-1.099882618,-1.95572617,-0.123308524,-0.721173541,-0.5882699,-0.118939869,-0.68475137,0.115938552,-0.33987581,-0.300378633,-0.759158308
2017-01-13,0.484034861,0.607680526,0.405608256,0.503548113,0.683184359,0.456977806,0.454603544,0.317532485,0.321880309,0.708320946,-0.050220836,1.08709661,0.006857581,1.297143803,0.80717174,0.101480457,-0.256593794,0.654458304,1.421127901,0.600821911,0.835069967,0.728671996,0.318880576,0.274593529,0.345640098
2017-01-16,-0.180959906,-1.57329314,0.020201849,-0.146588918,-0.696111753,0.082523087,-0.077143603,-0.36647515,0.169927311,-0.652765625,-0.761847101,-0.524429556,0.276518013,-0.182716595,-0.358838965,-0.046629708,-0.158224564,-0.666821921,-0.578043957,-0.535098429,-0.266213025,-0.06082139,-0.929639092,-0.44759678,-0.314002961
2017-01-17,-0.676142402,0.321736989,-0.705017601,0.299132935,-0.910941316,-0.463345869,-0.946675538,-0.493423935,-0.074210506,-0.324515114,0.546329327,-0.28145332,-0.861187579,-0.301155295,-0.664909418,-0.428067835,-0.394915032,-0.635435774,0.217023112,-0.119680365,-0.932444777,-0.301482885,-0.75638974,-0.52468096,-0.050560607
2017-01-18,0.682975513,1.256643894,0.338643003,0.498709884,0.278040319,-0.117354769,-0.139158779,0.86795968,0.877015262,-0.139536875,0.441566651,-0.033986763,-1.043220473,0.522928717,0.740660276,0.318472738,0.645515832,0.112473136,0.265085044,-0.464010846,-0.096638308,0.527175969,1.90827729,0.425602701,0.319503298
2017-01-19,-0.3780413,0.564384583,-0.070272483,0.495081212,-0.536763699,0.22990138,0.488909812,0.341216959,0.332517018,1.079258742,1.461510016,0.055819649,1.166833155,0.227455327,0.079077221,0.347060178,1.087002306,0.277059027,1.47685929,-0.38996128,0.398113393,0.263324393,0.814097752,0.142539483,0.421561281
2017-01-20,0.114662185,0.86127105,0.987636047,0.174548537,1.031556623,-0.157203836,0.196646801,0.405638731,0.730127363,0.408037968,-0.576748279,0.348189411,-0.033809342,1.15003047,-0.317637173,-0.991648792,0.360480077,0.185197135,0.302921033,-0.1989134,0.174554216,0.282907127,0.272374113,0.931704571,-0.154278069
2017-01-23,0.236753489,0.083371411,-0.608131702,-0.342537195,-0.532247762,-0.18376988,-0.168846895,-0.171788766,-0.089912316,-0.573278954,-0.259203378,-1.651998947,-0.444835745,-0.524318742,-0.071603617,0.603802615,0.008633822,-0.782414803,-0.079529235,-1.01938259,0.198688446,-0.425678646,-0.082301552,-0.443173917,0.444793992
2017-01-24,0.698469333,0.863649948,-0.024679119,-0.505827426,-0.06259034,-0.399460858,2.332871692,0.389533288,0.774700243,0.336401833,0.54090121,0.08026695,-0.089000166,0.797207814,-0.958030736,0.79901399,0.826139195,0.678954808,0.772291817,0.346091405,-0.047099627,0.795150225,0.6561802,0.807864413,-0.570807397
2017-01-25,-0.130759928,0.533934688,0.624313926,0.136447483,0.313522679,0.445592359,0.305503227,1.338807041,0.815727552,0.441893402,-2.870670929,-0.641177891,0.295399085,1.291533549,0.814234904,-0.44957648,0.806666788,1.247733028,0.806037429,0.887393731,0.392397392,0.383397473,1.194326419,0.525433032,-0.287036421
2017-01-26,0.498289175,0.350759544,0.063658024,-0.306855255,0.813501391,-0.358346742,-3.916806624,0.451112923,0.158784091,-1.302397427,0.050742158,1.557083498,-0.047849113,0.991073266,0.951378011,-0.177042886,-0.603404082,0.980568023,0.106582927,0.840002009,-0.461827305,-0.909062977,0.292305455,0.050923039,-1.149550836
2017-01-27,-0.226201861,-0.076966312,-1.282771014,0.056011925,1.002525601,0.271015497,-1.967946733,-0.113998647,0.035702162,-0.24944437,0.29934996,-0.744455265,-0.198413555,-0.780520353,0.293326538,0.457053757,0.101295622,0.143093767,0.243610564,-1.706562562,0.417166732,0.472035112,-0.625558371,4.338572591,-0.903947885
2017-01-30,-0.762288043,-1.097989324,-0.615968062,-1.043475631,-1.554784871,-0.816927268,0.175535252,-0.982271496,-1.024929764,-1.190036639,-1.155385653,-1.345160374,-0.047849113,0.049173914,-0.327054726,-0.631991572,-0.707480741,-0.493049841,-1.143538605,-1.308916393,-1.077250153,-0.85083011,-0.424711776,-1.178632815,-0.500279523
2017-01-31,-1.994976384,-0.355773155,0.020914245,0.302156828,-1.172220514,0.084420662,0.712560286,0.145109508,0.19677234,-1.062956098,0.237469415,-0.705040228,-0.684964245,-0.11788699,-0.600752342,0.002649593,-0.43486704,-0.477739525,-1.940139565,0.706712791,-0.047099627,-6.791613233,-0.706305856,-0.170851937,-0.166309295
2017-02-01,0.293770748,0.834627393,0.429829731,-0.642507397,-0.234195936,-0.280546184,-0.457811226,0.053687435,0.690113074,0.741195063,-0.641885694,0.703423662,0.630901202,-0.006305267,-0.29056171,0.426832749,0.796259122,0.09180421,0.403646572,-0.481782742,0.593727673,3.125495582,-0.221820942,-0.307960684,0.312035641
2017-02-02,0.192131287,-2.187048818,-0.89095304,-2.173202118,-0.655468322,-4.792346032,-1.65193323,-0.063313871,0.350751378,0.086656676,0.492048148,2.8009023,1.563335657,0.271713999,1.069686013,1.862466754,0.778465371,0.127017936,0.733433234,-0.007125025,-0.071233856,1.43931911,0.022976815,0.698556519,0.170150152
2017-02-03,0.141311556,0.041502807,-0.438581379,0.058431039,0.032889466,1.421578222,0.13067321,-0.852006884,-2.629553424,-1.339196812,0.868216723,-0.168696381,0.798410195,-0.006305267,0.010211369,0.936505963,-0.450982135,0.46307936,-3.620773298,-0.166331591,-0.194445448,-1.865009602,-0.787564402,0.783222749,-3.640429407
2017-02-06,-0.963087953,-0.344354445,-0.57963585,-0.285083225,-0.005818563,0.517700193,-0.323884835,-0.570635323,0.110665641,-0.855407569,0.181016989,-0.395707032,-0.375121019,-0.061784447,0.170898357,0.088139651,-0.394915032,-0.440994768,-0.775915954,-0.607667004,-0.714601601,-0.412279933,-0.082812612,0.403488387,0.032828233
2017-02-07,-0.185298175,-0.27964842,0.16125632,0.316066737,0.452871584,0.019270601,-0.521805609,0.296216457,1.623610992,-0.146896751,-3.132306215,1.243259981,0.699647667,0.270467276,-0.016864094,0.74592303,1.084316457,0.480686223,-0.839316801,-0.249267105,-0.396410841,-0.203053879,0.483441908,1.817540803,-0.889842311
2017-02-08,0.143790567,1.182422277,0.483259455,0.357191684,0.241267691,0.652427989,0.230293333,-2.638289979,-0.768129197,0.051819925,2.453227167,0.429514106,-0.978347048,0.324699734,-1.495419819,0.267559869,-1.129494809,-0.298608834,-0.242633026,0.275003821,0.40128895,-0.416402614,-1.87305592,-0.551218137,-0.247208915
2017-02-09,-4.762792438,3.421441054,0.592968488,-0.112116535,-1.113513336,-0.59870619,-0.490138285,1.156436584,0.126873961,0.091563261,2.086286393,0.404567881,0.270224323,0.26797383,3.333430167,-0.069771921,0.164748811,0.479155192,0.466536121,0.153562533,-0.096638308,0.805456927,2.961060964,0.481204405,0.930606585
2017-02-10,-0.885618852,-0.664078333,-0.275442622,0.228373835,-0.140006398,-0.291299107,0.622836202,0.33079579,0.820792652,0.051819925,1.009890601,-0.251018925,-0.020253701,0.15763883,0.576441706,0.223725795,0.441727018,0.143093767,0.513064162,-0.087839051,0.027208395,0.447299027,-0.012797387,0.655591566,-0.273760586
2017-02-13,1.362224594,0.512524607,-0.690057279,0.397107074,-0.450315767,-0.023108565,0.761380744,1.252121863,1.050748189,0.445818669,-0.428017847,0.921952597,-0.25796155,0.157015468,0.366312569,0.536554066,1.423404928,-0.085795449,0.533004751,0.233536065,-0.146812101,0.190662143,0.3633428,0.256902078,0.186744946
2017-02-14,1.411185066,-0.116456019,0.22893397,0.05782626,0.072242629,-0.178709681,0.353663949,-0.117314474,-0.120809426,0.246120676,0.01220252,0.204000228,-0.512613951,-0.169626001,0.236821223,-0.411459893,0.067386775,-0.068188586,-0.0319786,0.193549299,0.695980592,-0.361261757,0.292305455,-0.263100218,-0.771189534
2017-02-15,0.20390659,0.346953307,-0.070272483,0.05782626,5.344921358,-0.579097919,0.525855023,-1.357907267,0.22614992,0.128362645,-0.06650519,0.245909887,0.985768521,0.320336203,0.007856981,0.288796253,-0.050119131,-0.138616038,1.378690237,-0.127825817,0.394937837,0.51223125,-0.831515565,-0.251095305,-0.122747961
2017-02-16,-2.068107215,-0.387650388,0.638561852,-0.026842748,-2.072182196,-0.02247604,0.031712823,-1.228116345,-0.450547432,0.244158042,0.043685604,0.350684034,-0.786147423,0.102159649,0.826006845,-0.19201726,-0.586281793,-0.297843318,-0.0319786,1.108801933,0.026573284,0.325164606,-0.669509534,0.041445476,0.002542734
2017-02-17,-0.910408964,-1.159840672,-0.184255894,-0.365518783,-1.476078544,-0.309642328,-0.063289149,-0.503371414,-0.825871337,-1.044311076,0.418768555,-0.15871789,0.006373451,-0.006305267,-0.494804878,-0.795348372,-0.965322272,0.143859283,-0.131681545,-0.046371295,-0.096003197,0.006172175,-0.712438577,-0.443805755,-0.091632722
2017-02-20,0.104126387,0.662395179,0.836608028,0.607570038,0.087725841,-0.238799543,-0.19061818,0.342164338,0.124847921,0.405094017,-0.379164785,0.265367943,0.245049561,-0.006305267,0.107918475,0.183703379,0.008633822,0.389589846,0.067724344,0.427545927,0.876987312,-0.039177315,0.269307753,0.182345248,0.408700315
2017-02-21,-0.088616737,0.340292393,0.087879499,0.392873623,-0.08129922,0.035083723,0.015879161,0.866064922,0.265151189,0.67201222,0.089824607,0.452963558,0.675925296,0.102159649,0.320402001,0.154571416,0.529688582,0.422507024,-0.081574424,0.58230952,-0.191269891,0.322072596,0.09299204,0.067350815,0.650569437
2017-02-22,-0.337757367,-0.217797072,-0.137237737,-0.277825881,-0.138070997,-0.659428577,-0.031621825,-0.314842994,-0.511835141,0.471823568,-0.191894715,0.157101324,-0.059468234,-1.208146398,-0.105153648,-0.266344603,-0.419759137,-0.050581724,-0.181277368,-0.045630799,-0.459286859,-0.174195113,-0.117053635,-0.418532253,-0.490322646
2017-02-23,-0.617885638,-0.331032616,0.176929039,0.015491756,-0.006463697,-0.037024112,-0.110790135,0.030950339,-0.355830063,-1.266088701,-0.349310136,0.260877622,0.292010174,-0.116640267,0.1820817,-0.411459893,-0.425466567,-0.032974861,-0.533049808,0.423102953,0.074841743,-0.812179977,0.301504535,-0.099454295,-0.59030628
2017-02-24,-0.201411748,-1.141285267,-0.474913591,-0.448373456,-0.87610409,-0.372894814,-0.015788163,-1.231432172,-0.975291785,-0.817626868,-0.747733994,0.156103475,0.044619724,-0.505617894,-0.280555561,-0.826930686,-0.748775674,-0.435636158,-0.589292494,-0.161888617,0.365722717,-0.407126582,-1.17085943,-0.641570905,-0.53512859
2017-02-27,0.106605399,0.100023697,-0.432169812,0.563421198,0.108370123,-0.198317952,0.538390005,0.442112822,0.128393491,0.801546053,0.23584098,0.300292658,-0.371247979,-0.96067185,-0.344124039,0.162739256,0.389352957,-0.828345749,0.373991337,-0.476599272,0.12247509,0.122122574,0.165562566,-0.086817544,0.161437886
2017-02-28,0.689792794,0.213735021,0.13418526,0.350539119,0.127079004,0.226106231,0.579953368,0.381954256,0.109652621,0.439930768,-2.250779858,-0.050950196,-0.00718219,0.219351626,-0.295270486,0.132245987,-0.054483636,-0.175360795,0.068746938,0.503076484,-0.094732974,0.00668751,0.23506673,-0.256150005,-0.12440744
2017-03-01,0.872619873,1.13198964,-0.001882437,0.514434129,0.428356499,0.428514187,-2.789317947,0.003476348,0.686060994,0.397243482,1.383345117,0.950890219,1.431168157,0.6108227,0.810703322,0.973261243,1.03597117,0.693499608,1.213541258,0.654878094,0.459084078,1.298632625,2.18936031,1.279215218,0.129492907
2017-03-02,-0.251611726,0.055300415,0.963414572,1.447002781,-0.043881459,-0.167324234,0.309461643,0.267321398,0.322386819,0.317266153,-0.034479294,0.112198118,-0.197929425,-0.398399702,0.688275141,-0.481158794,0.008633822,0.354376121,0.603563757,0.032861741,-0.358939274,0.384428144,-0.486550041,-0.778679652,-0.50816205
2017-03-03,-0.307389479,-0.076014753,-0.002594833,0.096532093,-0.345804088,-0.066120255,-0.1615898,-0.344211743,0.284905079,-0.952557944,0.157676081,0.393092617,0.081413607,0.608329254,0.178550118,0.747284337,0.191943035,0.002238865,-0.32444057,-0.121901852,-0.384978837,-0.239642672,-0.013308447,-1.25950802,-0.029402245
2017-03-06,-0.446833862,-0.564164618,0.263841389,-0.186504307,-0.119362116,0.180564441,0.19532733,-0.360317186,-0.622760829,-0.378978203,-0.468185919,-0.330846846,-0.096262117,-0.228845352,0.628826841,-0.575361215,-0.144123856,-0.31391915,-0.375058988,-0.044890303,-0.046464515,-0.531837678,-0.250951364,-0.444437593,0.322822257
2017-03-07,0.215062141,1.443625275,0.284500883,-0.513689548,0.107079856,-0.400093383,-0.388538954,0.700747288,-0.142589355,0.050838608,0.158761705,-0.312885564,0.872482091,0.105276457,0.296269523,-0.113061473,1.506330524,-0.723470088,0.213444032,0.458646745,0.147244431,-0.084011469,0.292305455,0.071141841,0.635634122
2017-03-08,0.515022501,-0.154518386,-0.313199627,-0.765882238,-0.460637908,-0.387442886,-0.325204307,0.017213343,0.036715182,-0.263182807,-0.01819494,-0.254012472,-0.408041862,0.160755638,-0.393566189,-0.113605996,-0.671893238,0.780768406,0.212421438,-0.587673621,0.025938173,-0.084011469,-0.182469319,0.031336076,0.159363536
2017-03-09,1.075898795,-0.404302674,0.943467475,-0.316531714,0.070307228,-0.257142764,-0.293536983,-0.594793487,-1.015306074,-0.027666745,-0.227177482,0.66001723,-1.344833488,0.602095638,0.345123076,-0.973679545,-0.747097018,0.528148201,-0.472716744,0.305364143,-0.240173461,-0.01650257,-0.421645416,-0.339552561,-0.850844545
2017-03-10,-1.444016135,-0.175928468,0.322970284,-0.696332695,0.485128275,0.489869099,-0.129922476,0.268268777,0.055456052,0.207849316,0.013830955,0.412550673,-0.020253701,0.322829649,0.414577525,-0.311539984,-0.329447456,-0.242726183,-0.130147653,0.110613785,-0.046464515,-0.197385193,-0.081279432,-0.340816236,0.793284665
2017-03-13,-0.280740108,0.024850521,-0.047475801,0.225954721,0.181270245,-0.534821179,-0.32784325,-1.193063322,0.110665641,0.011585931,0.09362429,0.090744364,-0.020253701,-0.006305267,0.017274533,0.811810273,0.71165487,0.03745259,0.75030604,-0.083396078,-0.582498451,-0.107201549,-0.184002499,0.37695121,0.962551563
2017-03-14,-0.115885861,-0.337217751,-0.156472437,-0.279035438,-0.21290652,-0.066120255,0.067338562,0.837169863,0.291996219,-0.027666745,-0.565349231,-0.189152286,-0.13644491,-0.777403545,1.282758135,-0.042818049,-0.911269555,-0.701270131,1.308642528,-0.47363729,0.537837879,-0.06185206,0.430802724,-0.101349808,-0.335576193
2017-03-15,-0.643295503,0.376451642,-0.156472437,-0.153241483,-0.08129922,-0.037024112,0.198626009,0.059371709,1.00769484,0.361916072,0.65597731,0.13115725,0.23778761,0.214988095,-0.030401826,1.908206658,0.533045893,0.793016659,0.811661698,-0.084877069,-0.582498451,0.36690675,0.156363485,0.004798899,-0.245134566
2017-03-16,0.466062029,-0.205902583,0.604366829,0.05782626,0.012245184,-0.287503958,0.083172224,0.073108704,0.17853798,0.66563366,0.929011644,0.607131232,0.847307329,0.324076372,0.494038123,-0.285947419,0.130839964,0.974443897,0.384728577,0.695605356,0.221552452,0.430292968,-0.420623296,0.097679017,-0.184148698
2017-03-17,0.021699263,0.314600295,0.512467704,0.562211641,-1.238669298,0.154630922,0.050185429,0.364427745,0.915003511,-0.027666745,-0.113729817,0.25738515,0.520519553,-3.218487503,0.833070009,-0.109522076,1.645323224,-0.032974861,0.381149497,1.149529195,0.463529857,0.315888574,-0.149250417,0.189295461,-1.167805109
2017-03-20,-0.143774737,0.361226695,-0.155047645,0.723082757,0.774148228,-0.169854333,0.147826344,-0.079893004,0.348218828,-0.065938105,-0.097988275,0.646047343,0.551503875,-0.528682273,-0.030401826,-0.27587375,-0.020574789,0.053528422,-0.261039724,-0.005644033,0.363182272,-0.061336725,-0.04703841,0.162126447,0.797018494
2017-03-21,-0.784599144,-1.49050749,-0.241247599,-0.441720891,-1.708971854,-0.540513903,-0.145756138,-1.429908071,-0.608578549,-0.643933772,1.050601486,-1.2174357,-1.12019715,-1.183835297,-0.777920046,-1.290863997,-0.815250443,-0.1707677,-1.146606388,-0.005644033,-0.626321131,-1.338337122,-0.562186926,-0.894937759,-0.759988048
